"city_name","hotel_name","hotel_star","review_reviewername","review_reviewerloc","review_quote","review_text"
"Lombok","7SEAS Cottages","3","nichoon","
sydney
","Don't bother","Ridiculously overpriced deluxe room. Light too dim to see at night. Aircon inefficient. 1 sheet on bed no other covers. Dirty old towels. No glasses, tea, coffee. Toilet loose from floor. Shower a plastic cut off pipe that missed the shower and shot a single stream into middle of bathroom. Run down and dingy room and bathroom. Pool ugly and gardens and pool area messy and run down. Opposite noisy restaurant. Staff unfriendly and unknowledgeable. For $80 in off season i'd expect much more. Moved after 1 night to a beautiful friendly beach front place a few minutes away with lovely pool for $50 a night."
"Lombok","7SEAS Cottages","3","Arnaud A","
Melbourne, Victoria, Australia
","Terrible","Terrible. Rooms weren't clean, mozzies everywhere, no light, beds were uncomfortable and had fire ants in them. Bathroom was dirty, toilet didn't flush properly, shower didn't work. Pool has ring worms. Would not recommend."
"Lombok","7SEAS Cottages","3","tracey773","
Chicago, Illinois
","Beautiful bungalow","I recently stayed in a bungalow on Gili Air. The bungalow was beautiful, very private and comfortable. It had a beach view, outdoor space (couch as was as a table), comfortable bed, armoire, tons of space to unpack and organize, a refrigerator, desk, wifi and an amazingly large open bathroom. The location is close to everything and the restaurant had great food. Wonderful staff that accommodated every request and kept the place spotless. I hope to stay here again!"
"Lombok","7SEAS Cottages","3","ramsing185","
Dennark
","Bad hotel","Bad service, no flexibility, not taking responsebility. We have booked for 4 People but hotels.com registrated4 People, 3 beds. The hotel didnt Care, and didnt try to help us. The breakfast was horrible"
"Lombok","7SEAS Cottages","3","Fabiana F","
","Very nice","Close to the harbour, very nice breakfast, bed very comfortable, no noise of air conditioner and the room was clean. The staff need more training. Very nice experience. I would recommend this hotel to my friends."
"Lombok","7SEAS Cottages","3","Retno P","
Jakarta, Indonesia
","(Only) Good Location","Once you are arrived in Gili Air harbour just go to the left and walk around 3 minutes you will arrived on the hotel. The reception on your left side and the dive center on your right side. Location is the best for this hotel, near ATM, restaurants (they even have their own restaurant : Green Cafe), harbour, etc.We were stay in dorm room, we choose double bed dorm room, it was extremely hot room when we slept in the afternoon after diving and before my sunset dive. i barely can sleep with this heat! then i decided go outside, have some air since i cant handle the heat anymore!The cleanliness of the dorm shared bathroom was poor. Many paper toilet in the bathroom and dirty closet from unresponsible guests!if you stay on dorm room they don't provide breakfast but you can find restaurants near the hotel."
"Lombok","7SEAS Cottages","3","Emily C","
","Good value for money","Being it's the cheapest hostel in Gili Air with a swimming pool, it is good value. Great proximity to the beach and the pool was nice, good shady spot too with deck chairs. The rooms do get exceptionally hot, so if you can't sleep in the heat I wouldn't recommend it. I just ditched the sheet and slept fine. The rooms are so clean, sheets changed daily. The bathrooms are beyond basic and falling apart - toilet seats falling off and rarely looked clean. Staff weren't rude, just had that laid back Gili attitude of indifference! WiFi was strong in all areas. Don't expect too much and you'll be ok, especially for island prices. I enjoyed my stay :)"
"Lombok","7SEAS Cottages","3","Scott B","
Long Island City, New York, United States
","Doesn't live up to Western standards","Got a room here in the main part of the hotel (i.e. not a separate cottage). On the plus side, the bedroom area and the balcony are nicely designed. The bed was comfortable. The downsides:1. The air conditioning was not functioning properly when we checked in. We reported the issue and they made some adjustments so it worked somewhat better2. There were no hand towels or hand soap in the bathroom. No shampoo provided. There was an on-wall body wash dispenser that had a fly in it. The bathroom floor was constantly wet due to the air conditioning duct leaking water near the toilet (this is how the setup was designed).3. A very thin blanket was provided on the bed - we asked but they didn't have anything heavier4. No hair dryer available5. The included breakfast does not include water. On the day we were leaving, we ordered breakfasts for the two of us, but they brought only one. We had to ask twice for the omitted second breakfast. About 10 minutes after the second request, they informed us that our desired breakfast was all out. By that time, we had been at their restaurant for nearly an hour, and we had to leave in order to catch our boat. Since we were not able to eat one of the breakfasts that we had paid for with the room, I suggested they could comp the bottle of water and call it even. They refused to do that, charging the full price for a few sips of water and providing no refund for the meal that they didn't serve.This was my first time staying on Gili Air, so maybe this is the kind of quality and service that should be expected. Hopefully this experience is atypical though."
"Lombok","7SEAS Cottages","3","414caseyv","
Australia
","Nice location","Nice place to stay. Basic but all you need and not a bad price. We liked being right across from the beach"
"Lombok","7SEAS Cottages","3","Michel K","
Amsterdam, The Netherlands
","Dorm rooms","If you book a 140.000 bed in there, it's a double bed on an upper bunk. They should mention this when you book it I think. The rooms are very hot at the end of the afternoon and on the upper level it is almost unbearable. There is a fan but that didn't help a while lot. Shower were pretty dirty and most of the toilets could use a re-fitting/ upgrade. Location is great, 10m from the beach."
"Lombok","7SEAS Cottages","3","fariznar","
","Good for relaxing ","Really relaxing place, good view, good for couples and family, room was ok and clean, staff in reception he was nice and friendly but staff in the restorant / bar they are not friendly and not smiling, they are to busy talking in the morning when i asked for breakfast menu. Not really helpful."
"Lombok","7SEAS Cottages","3","Pamepas","
Santiago, Chile
","Good price in share room","I stayed in a share room, in a double bed. It hadn't A/C, only two flats in the room but it was ok. You only share the room with 2 or 3 people and it's a nice place in great location, close to the ferry station and a beautiful beach with very good restaurants. You can snorkeling very close to the hostel. The pool it's good, quiet, actually the entire hostel it's quiet, no parties on it. The bathroom is share but i see people cleaning like twice a day.It's good because there are private rooms (cottages) or shared."
"Lombok","7SEAS Cottages","3","Andreu B","
Barcelona, Spain
","Excellent","Good place, good company, good personal,etc In general it is a perfect place to go.It's location is really near the ferry port.The restaurant associated to 7seas is not the best option... but the Hotel is perfect. Moreover, you can not find nothing cheaper on Gili Air."
"Lombok","7SEAS Cottages","3","bjj24","
Sydney, Australia
","Good room, very noisy music to 3 am in morning","We stayed in a superior twin room (2) as no double rooms were available. It was a ground floor room in the building just behind reception. These seemed much better than the upper storey rooms. This worked out well as we were a little further back from the main path, But this hotel is next to Paradiso Bar where they had a party on Sunday night which Was extremely loud , we could hear the music until 3 am in the morning. Some of the cottages are right on the path and many people walk past at nights.Our room was basic but clean with two twin beds, with an enclosed courtyard, very good air con and a nice bathroom. We arrived and booked in around 11.30 am and was told to go with one of their staff members. We thought we were being shown to our room, but were taken to their luggage storage room. Check in was 2 pm. At about 1.30 we went back to enquiry if the room was ready and was again told that check in was not until 2 pm.The breakfast was tasty and simple in the restaurant on the sea front. A dive school is attached to the hotel And they use the pool most of the day, The wifi works well in the lobby (where there are seats and tables) but not in our room. It's also really close to the boats (2 minutes) and to the village so the location to be convenient and central. . Overall definitely not the fanciest on the island but ok, however we moved as the noise from the Paradiso Bar was unbearable."
"Lombok","7SEAS Cottages","3","annedieuwertje","
Amsterdam, The Netherlands
","Old, minimal facilities","Very hot room (dorms), fan is not enough.Facilities were dirty and very minimalistic...Not free water supply.Although the Internet was very good, big zone of good fast internet. Location was also very central near the harbor."
"Lombok","7SEAS Cottages","3","Charly d","
","Worst service ever at their café bar","After a morning of snorkelling we were looking for a nice place to eat and who accepts visa as atm's were down , we ended up there as the view was beautiful. 5mins after having finished our lunch they pushed us to order more, then proposed us to bring the order ( restaurant was empty). we then have been asked how much we pay in our hotel and told that we can't pay with visa anymore... Do not recommend it at all !!!"
"Lombok","7SEAS Cottages","3","lollob89","
","Good location, but is was the only good thing","Given the price of this Hotel, and the pictures found on the Hotel website, you expect to stay in paradise...well...this is not the case!Location is good, since the hotel is just 100meters from the harbor and close to the sea, but, the rest has not met our expectations.We booked a family cottage that, when we arrived at 2pm, tired because of the long travel, wasn't ready yet. They have told us to wait only 10 minutes that the room would have been ready, while we had to wait more than 1 hour.To pay the room, they haven't accepted credit card since their terminal was broken, and, instead of waiting and let us pay the stay in the next days, they told us to withdrawal money (we had to withdraw 4 times thus paying 20€ of commissions) in order to pay at the moment.After that, we moved to the cottage, which was not as pictures display. Fairly dirty, dark and with a toilet that is in pretty bad conditions.But here the real issue, a part from a couple of individual, is the staff. A lot of employees but few of them are effectively active, helpful and kind.I think that it is possible to find better place to stay at that high prices."
"Lombok","7SEAS Cottages","3","Corin H","
","Good value beachfront dorms","Nice clean comfy backpacker dorms for a good price, great central location, friendly staff and a good pool. When there was a mix up with my booking and someone was given my bed I was upgraded to a double, great customer service."
"Lombok","7SEAS Cottages","3","Leeferry","
Seattle
","Oh dear..","Checked into this hotel for a three night stay on Gili Air.Booked a delux cottage which unbeknownst to the wife and I was street side and attracted a great deal of noise. Cottages are old, dark and in need of a proper cleaning. Clearly, ownership, is not on site and looking for a healthy ROI from this property.The first cottage was next to a construction site and a request to move to a somewhat quieter one was granted. This one was marginally quieter but the roof was rat infested with the little ones climbing over the roof in the evening and early am. Reports from those staying in the backpacker accommodations was that rats occupy the communial toilets and need to be evicted by staff when a boarder needs to use. Not hygienic in the least.one other key note: even though the tap water is undrinkable the hotel charges for a bottle of water at the inflated rate. Pool area is filthy with little shade and cushions that have stains of unknown substances on them. the deluxe accommodations are overpriced for the quality.Good accommodation for the backpacker who is a animal lover but not for the average tourist.Give it a pass, there are many other better choices on the island."
"Lombok","7SEAS Cottages","3","Martha S","
","Excellent place to hang out ","I really liked this place, the staff were super friendly especially Aldi from lombok. The dorm was clean and specious with locker. My fan was not so good but they changed it for a new one once I told them. The bed was made regularly and the facilities are clean. The place is five minutes from the harbour and very convenient to everything. The beach is opposite. There is a pool and book before you come as the dorm is mostly full. I stayed an extra night making it five"
"Lombok","7SEAS Cottages","3","gemss2014","
Frankfurt, Germany
","Cheap and cheerful (maybe be tactical about rooms to avoid noise)","We stayed in a superior double room (11) and had a upstairs room in the building just behind reception. This worked out well as we were a little further back from the main path, and not right next to Paradiso Bar where they had a party on Monday night which I think would have been pretty loud if you were at the other end - we could hear the music but it wasn't much of a problem. Other nights were totally quiet. Some of the cottages are right on the path so I think some of them might be a bit louder with people walking past etc, so to avoid that maybe ask for one further back?Our room was basic but clean with a comfy bed, handy balcony with a little bit of sea view, very good air con and a nice bathroom. The staff were friendly and we found the breakfast tasty and simple (we always had toast as were diving and eating too much then squishing into a wetsuit never works well for me!). The dive school attached is good. I think they use the pool most of the day, but in the evening it's probably free - the sea is mega close though - the best swimming nearby is if you walk round a bit to near Scallywags restaurant, it shelves a bit more quickly there and there's nice snorkelling - probably a 3 minute walk. The wifi works well in the lobby (where there are seats and tables) but was a bit patchy in our room. It's also really close to the boats (2 minutes) and to the village and sunset west coast strip (10 -15 mins), as well as being on the main south east coast strip, so we found the location to be really convenient and central. . Overall definitely not the fanciest on the island but a good balance of location, price, and quality for us."
"Lombok","7SEAS Cottages","3","jessicatanith","
Sydney, Australia
","WARNING! Peeping Toms","During my stay at the very average 7Seas Cottages, I had somebody crawl up the wall of my shower and peek over at me - when I went around the back part of the building to inspect the area, I noticed you could only access the back of the building via the lobby of the hotel, which leads me to believe that this could possibly have been an employee. Presumptuous, I know. Either way, cover yourself!Also, my bathroom smelled like a sewerage. For $50AUD a night, I expected more."
"Lombok","7SEAS Cottages","3","PrairieNomad","
","OK place, but better options available","We booked into a deluxe cottage at 7 Seas for a two-week stay in August. The cottage was nice enough with effective air conditioning and a good breakfast. However, the location is not very good - it's on the main drag right near the port, and we found it noisy throughout the night with music and people congregating and talking loudly right outside our gate near a restaurant entrance. Not really the hotel's fault, but we were looking for a more peaceful experience. We checked out of 7 Seas after 5 days and moved to a place on the opposite end of the island that provided almost identical accommodation but was far quieter -- and cost less than half as much per night. So: this place is okay, nothing wrong with it really, but there are better options available on the island in my opinion."
"Lombok","7SEAS Cottages","3","maryL523LF","
Frankfurt
","Up and Down","+ good location, near harbour + clean facilities+ good wifi+ housekeeping+/- plain, simple, ordinary - partly really rude staff - extremely poor pool area - breakfast was not as described, not delicious, small portion"
"Lombok","7SEAS Cottages","3","feangio","
Lausanne
","Nice accommodation, comfortable","We tried the superior double rooms and the cottages. Both are very clean and comfortable, right by the beach and the diving center, with powerful AC. The cottages are more spacious and they have a cool open-sky bathroom with WC and shower, and a minibar. The reception staff unfortunately wasn't the most competent and we had a few glitches with them."
"Lombok","7SEAS Cottages","3","Jessicabo_25","
Ivybridge, United Kingdom
","Cosy, Clean, comfortable and CHEAP!!!!","As I was going to be staying on Gili Air for one month I needed a relatively cheap place to stay which was also clean and cosy and this place ticked all three boxes. I stayed in the dorm which was small yet comfortable with 2 single beds and a double bed and you have plenty of room to put your belongings on the table, floor or locker. There’s free wifi at this hostel which is easily accessible and the wifi codes can be collected from reception anytime. The staff were really friendly and always said hello and smiled which was lovely after staying there for one month. On my last night I had to move to another hostel which didn’t even compare...I was sad I couldn’t spend my last night on the island at 7 seas backpacker as it was such a great little hostel. The only thing I would say is that it can be very loud when there are parties so if you are a light sleeper this probably is not the place for you! I know when I was leaving the chief of the island was trying to clamp down on the parties (Go to Gili T for nights out) so you never know, this problem may be no more by the time you get there!!I hope to return to Gili Air next summer again and I will definitely be staying in the dorm again!P.S if you drink in the ‘Garden Cafe’ opposite buy a ‘Dark Knight’ cocktail.....Absolutely delicious!"
"Lombok","7SEAS Cottages","3","Adele M","
","Lovely place but anti social hostel ","I'm a solo traveller who has just spent 2 nights in Kuta Lombok which although beautiful there are no hostels so I got a bit bored of talking to myself. I was very much looking forward to being back in a friendly hostel where I could meet people again, unfortunately that wasn't the case. Although 7seas has a number of 'backpackers dorm room' all of them are only 4 bed and really they are 3 bed because it's 2 singles and 1 double, there is a pool & the reception area has tables but no lounge area for backpackers to meet. I was unlucky and was put in a room with a couple who were enjoying a romantic break from backpacking and enjoying peaceful Gili air. 7seas is a big place with other private rooms too so their cafe across the road and beach loungers were often taken up by older couples and families. The place is lovely and clean with excellent wifi so I would definitely recommend this place if you're travelling with friends but I don't think it's well suited to solo travellers because of the lack of communal area and vibe."
"Lombok","7SEAS Cottages","3","travelingbill808","
Perth, Australia
","Very Disappointing","I was truly disappointed in my stay at 7Seas. The cottage is located directly on the main path around gili air so it was only a thin fence between me and everyone else. The place was noisy too, music at night and not nearly as relaxing as they lead me to believe. Their website boasts quiet peace and relaxation but none of those things are really true. When I confronted their staff about this they told me it wasnt their fault and were very dismissive of my complaints. I walked around all of gili and saw many nicer and quieter options. If I return I will not be staying at 7Seas again. If you want good staff who listen to you and a quiet and relaxing atmosphere I urge you to look elsewhere. 7Seas is a really disappointing place."
"Lombok","7SEAS Cottages","3","alballt87","
Girona
","Good cottages","Really good cottages to stay in Gili Air. Good location, in the main street. However, at night a little bit noisy. Poor wifi, many problems to connect properly. Nice breakfast with different choices. Correct!"
"Lombok","7SEAS Cottages","3","Becky S","
Plymouth, United Kingdom
","Friendly staff, good value hostel","Stayed in the hostel rather than the cottages, but had a really good experience. The 'dorm rooms' are more like family rooms, with only 4 people in each. The facilities are basic but clean and the beds are comfortable.The staff are really friendly and incredibly helpful, and although there are late night parties nearby, I didn't find these a problem as I can sleep through anything. Maybe take some earplugs if you're not a heavy sleeper.We had a minor issue on one evening and the staff were incredibly helpful and the owner/manager was deeply apologetic and considerate in trying to compensate.I had a wonderful stay compared to other hostels on Gili Air, and would definitely visit again."
"Lombok","7SEAS Cottages","3","Dan G","
Yeosu, South Korea
","Great Experience... And then...","I'm going to try my best to be fair and impartial here. Because, for the first two days of our stay 7 Seas was really nice. The staff were friendly, the room was clean and comfortable and really everything was pretty good. And then... On our second day we received a highly unprofessional note on our door basically saying ""Hey, so, we're having this party because we care about making money off drunk partiers way more than about the comfort of our guests. And, too bad that you paid A LOT of money for this room and expected peace and quiet. We're not responsible for the noise coming from OUR OWN PARTY."" Needless to say, this chased us right out of this poor excuse for a hotel. There is something SO dishonest and deceptive about this. I see 7 Seas as nothing more than a money-grab. They want want to make as much as they can as quickly as they can. So, they attempt to be some kind of nightclub and hotel all rolled into one, and it's ridiculous.There are plenty of much nicer and cheaper places on Gili Air with honest management who actually care about the guest experience. Just look elsewhere, because 7 Seas is a joke."
"Lombok","7SEAS Cottages","3","Jan-Paul L","
Berlin, Germany
","Nightmare","They ruined our stay on Gili Air. We had booked 4 nights and unfortunately, we had payed in advance. Each Monday night, there is an open air disco right next to the hotel and we did not sleep until 04:00 am. For the next night, the hotel announced the 7seas anniversary party ""until sunrise"" with ""excessive sound levels"", in the hotel's own bar just next to our bungalow. When we checked out as we would not pass two subsequent nights without sleeping, the hotel refused to refund our money as they said that 7seas Cottages is not liable for the discomfort caused by the 7seas anniversary party. Are you kidding me? Long story short: if you prefer sleeping over partying, don't stay there on Mondays. If it's Augst, check for the date of the Anniversary party! Or even better: choose another hotel in the first place."
"Lombok","7SEAS Cottages","3","sophie h","
Bristol, United Kingdom
","Don't book on a Tuesday!!!","We originally wanted a cheap double room but they could only offer us a deluxe suite. Well...it came to around £50 a night but the room was amazing. Just be careful you book exactly what you want as I we got ripped off a bit as they said all the cheaper double rooms were gone but I'm not sure that was the truth. Secondly....every Tuesday night there is a incredibly loud disco 'beach party' literally opposite our hotel room. I'm not a square and really enjoy partying but this was horrendous music until 4am...unfortunately my other half had food poisoning at the time so I'm coming from the angle of wanting a peaceful sleep but neither of us slept that night until after 4, absolutely ridiculous!"
"Lombok","7SEAS Cottages","3","Lyn M","
Newcastle, New South Wales, Australia
","Central and Comfortable","Enjoyed our stay at 7seas cottages. it was an easy walk from boat terminal and central to cafes. Huge bathroom and comfy room with verandah.Didn't use the pool as Diving Classes were there. Breakfast was included and pleasant sitting under cabana or in cafe on beach. Refills of water bottles as expensive as buying new, but good for environment."
"Lombok","7SEAS Cottages","3","anonymousI7551PM","
Thessaloniki, Greece
","Very Bad","Toilets and showers dirty. State of the rooms and the dorm not really good. When we arrived in our room , other people we in our beds.No one informed them that for 1 night they have changed them rooms.Other customers had problem too. While we were sitting in the lobbt we heard them going to the reception and complaining about paying fot extra benefits that they never had."
"Lombok","7SEAS Cottages","3","Ursina E","
Winterthur, Switzerland
","Good place to stay","The guy at the reception was very friendly and helpful, when we arrived around 10 o'clock in the evening. The room was clean, the bathroom was huge, hot shower, everything we needed was there :). Breakfast was nice and served in the cafe at the beach."
"Lombok","7SEAS Cottages","3","lizziec397","
Northampton, United Kingdom
","Lovely place to stay","Very clean rooms, really friendly staff, lovely place to stay. Perfect location for Gili Air in the middle of everything. Resturant across the road is also amazing run by 7Sea's too! Wifi sometimes did not work but this was the marjority of places on the island. Recommend to anyone. "
"Lombok","7SEAS Cottages","3","Emma B","
","Awful lunch","Terrible. Slow service - even for Gili Air which is saying something!!!!Rude staff. Unusable toilet - I know a lot of places on Gili Air don't have good toilets but this was ridiculous. Urine everywhere, no toilet roll, door didn't shut, no light, no soap. A lot of people were complaining here so not just us being fussy."
"Lombok","7SEAS Cottages","3","Paul p","
Whangarei, New Zealand
","Ok but gone downhill from last year","We did not enjoy our stay here as much as last year in a deluxe cottage and our ranking gone from excellent to average. Price is reasonable but thats about all. Breakfast very average and options not great. Service poor in the restuarant and staff could not cope when more than a few people arrive. Room needs maintenace and there is no water supplied for drinking and no coffee tea facilities in the room. Unfortunately we will look to stay somewhere else next year."
"Lombok","7SEAS Cottages","3","Bri T","
","Dorm good, bathrooms so-so","The price is really very (!) good for a 4 bed dorm. Cheapest on Gili Air.Staff is nice and friendly, pool is great.Sometimes WiFi was unstable, but ok. The bathrooms are ""open"" but sometimes smelled a bit..."
"Lombok","7SEAS Cottages","3","Elextra67","
Oslo, Norway
","Not bad at all for being a one star hotel","This is my first time staying at a property with only one star. We booked it because there wasn't much availability on the island. My expectations where low as this is not a place I would choose if I had many other options, but I was pleasently surprised.Rating this property four ot of five is based on what I think other properties in the same category are like, compairing it to that and not that I think it's a four star property. There are room for improvement.Big plus'es - the place is very cheap and the location is good!The guys in the reception where super nice and polite when ever we had anything to do with them. The service in the restaurant is inconsistant. Sometimes you get the servers attention and what you order fast, sometimes it takes forever. That said, after having visited all the Gilis and stayed on the islands for a few weeks my experience is that the latter seems to be the Gili way of service level in most places and you just have to learn to accept it for what it is - or you will spend a lot of time being annoyed which is no way to spend a vacation.It was just me and my son, but since the only bungalow that was available was a family bungalow that was what we booked. It might be a typical Gili house, but to me it was a bit unpractical. We stayed in the upstairs bedroom as that was the best and to get to the bathroom you had to lock your self out of the room, walk down the outside stairs and lock your self into the bathroom as the only thing keeping other people out is the garden gate with no lock. If you have to ""go"" in the middle of the night this not very practical as you also have to get dressed.The bed was not half bad, I have slept in much worse beds in higher classified hotels. The bedlinen was clean and the bathroom too, but it was very dated. Also, the whole bungalow could do with a big scrub down or even better a complete updating.All in all, better than what I expected from a one star property. Would I stay at a one star resort again, probably not."
"Lombok","7SEAS Cottages","3","annev134","
Geneva, Switzerland
","Service","We are desapointed by the service provided by the staff espacially at the restaurant where they are not friendly at all.The service at the desk was also very poor.The location was very good.The breakfast was ok. "
"Lombok","7SEAS Cottages","3","gen_j_ram","
Huntington, New York
","Super Comfortable","despite some reviews about it being too hot at night, I think the dorms were perfect. Nights aren't too hot so there was no need for AC. Each bunk also has a fan facing them so that was enough. Everything else was great too, the bathrooms clean, the bedrooms were cleaned every morning. The only thing was that the showers would flood a bit but that wasn't too big of a problem. You're on an island so I don't think you'll be spending much time in the dorms anyway. The location is perfect perfect. Not at all far from the harbor and in the center of all the good places to eat. It was a good place for a great price !"
