"city_name","hotel_name","hotel_star","review_reviewername","review_reviewerloc","review_quote","review_text"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Josephine2108","
Singapore, Singapore
","Totally fell in love with Awarta!","RESORTI was very impressed how much care and work was put into the smallest corners of the resort. The property was so well taken care of, beautiful flowers and flora in the smallest corners, the villa and the whole resort seemed new and very well taken care of. I loved the candles at night, it created a beautiful romantic ambiance. VILLAThe villa and the pool was amazingly beautiful, very spacious, spotless clean, the bed super comfortable and of course we fell in love with the most beautiful bathtub!  SERVICEThe service was superb, everyone looked after us so well and spoiled us very much. Thanks again to the whole team who made our stay even more special.  SPAThe spa treatments we had were really great, I loved the ambiance, the lady and the massage was very professional, the chair super comfy (I enjoyed the cushion for the legs and the head). Overall a very relaxing and wonderful experience. FOODThe breakfast variety and quality of food was lovely. We enjoyed to choose a whole set (our favourite was the lifestyle breakfast) as well as having the options of taking single plates. The breakfast was very well presented (we loved the beautiful brownish cups and bowls), food was delicious. Lunch/ Dinner at the Long Table was superb and we especially enjoyed the tea time at our villa. Overall, it was a wonderful experience to stay at Awarta and it topped our expectations! We definitely come back!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Tiberiu E","
","A perfect romantic resort! Too perfect...","The resort is located in a nice secured area in Nusa Dua, an area that looks like is not part of the crowdy and noisy Bali (Ubud, Semninyak, Kuta) and very close to the beach (5 min walk) . This was why we first chose it. The resort itself is absolutely perfect...exotic gardens beautifully designed, big pool in common area, two nice gourmet restaurants with extraordinary food and service, a nice gym and a nice SPA. The villa was spacious, with a gorgeous garden and private pool (water was warm at all times), outside bathtub, outside under the stars shower, outside dining area, full bathroom amenities, free and good quality wifi (inside and outside villa), inside and outside TV's with all types of channels...The service was perfect, with everybody smiling all the times, eager to help with whatever we need and they all did a excellent job in keeping us happy.  Delicious and plenty breakfast in the morning ...that could be taken in the restaurant or at the villa...Two gourmet restaurants with fantastic food and service. What can I say more ? It's quiet, romantic, beautiful, exotic, friendly, relaxing and absolutely intimate resort...the attention to details was extreme....perfect for our honeymoon!  We're definitely going to return soon...!!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","ar_perth","
Perth, Australia
","You will not regret coming here!","This was my second trip to Awarta in 4 months...on arrival it was like being met by old friends...the staff are delightful and accomodating. As before the villa was spacious and luxurious. The private pool and garden are superb. You feel like you are the only guest. If you have the opportunity to stay I cannot recommend Awarta too highly. I will certainly return."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","William C","
Los Angeles, California
","Most Amazing Villa!","My wife and I came to Bali for our honeymoon and through a recommendation from a friend ended up at Awarta Nusa Dua Villa. We had the experience of our lives! We liked it so much that I want to take time to write them a detailed review!House-Keeping: The Awarta staff was the most welcoming, kind and professional team we have ever experienced. The team makes you feel at home and genuinely cares about you while your are there. From picking us up to the air port to the day we checked out they took such good care of us! Always checking up on us, asking us how our day was, asking if we needed anything, the list goes on and on. Room service was superb. Every night when my wife and I go home, the room was spot clean and they even left us (free) dessert made by the chief every night! My wife and I would joke every night as we would come back to the villa wondering what desserts they left us this time. But more than what they did for us, it was the culture and the experience of the Villa. The culture that they have created among the team is matchless. Food: The best food in all of Bali. They have two different restaurants in the Villa and both restaurants were are favorite places to eat in all of Bali! We visited the Mulia Mulia Resort to try their food because of the online ratings, but we can honestly say Awarta's food had higher quality and better tasting food. The breakfast was complimentary and my wife and I were so surprised at the variety as well as the taste of our complimentary breakfast. If you want, they even bring you your food to your own villa so you can have enjoy a private meal with whoever you came with. The Chinese food there was amazing! My wife and I were hesitant about trying the Chinese food because we didn't want to try Chinese food in Bali but because the Long Table restaurant was so good we decided to try it and we did not regret our decision. They had all sorts of different choices and each dish was so much fun to try. I can go on and on about how good the food was! Spa and Massage: My wife and I were hesitant of getting any treatment at the Spa because there are so many cheap places all around Bali for Spa Treatment. We tried a couple at Bali Collect and when we visited Ubud. However, once we saw the quality of the Spa we told ourselves compared to the price it was a great deal. So we decided to get a body scrub and a full body massage and....it was the best full body massage we both have ever experienced. The Villa: You can tell the owners have created this place for people and families to feel rested and unbothered. We never heard a sound from any other villa and had our own pool! We had multiple showers (two outdoor 1 indoor) and a bath tub. The beds were so spacious and comfortable, the design, look and feel was so luxurious yet retaining a Balinese feel. It was the most amazing room we've ever stayed at. My wife took all the pictures on her phone for the rooms! I wish I had some to show but it was the best! Overall every moment spent at the Villa was amazing!! My wife and I have been talking with one another how we want all of our friends who visit Bali to come to this Villa even if it's only for one night!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Andrea S","
Buena Park
","Best Villas in the WORLD!","My husband and I were referred to this hotel by a friend of ours for our honeymoon. We looked at the pictures and read the reviews for weeks before arriving to Awarta Nusa Dua Villas. Our stay was one week and six nights. It exceeded our expectations in every way possible EVERY single day! The first night we were picked up from the hotel by the wonderful staff. They greeted us with a delicious iced tea and an extensive tour of the villas. Every single staff member that we met greeted us with smiles and genuine concerns about our needs. The facilities (restaurants, spa, common areas) were top notch, clean, and BEAUTIFUL. The scenery, ambiance, and everything about the entire facility was romantic and almost like a dream.We were then taken to our very own villa and WOW...I can't put into words how picturesque and beautiful our villa was. Every villa at Awarta has their very own pool, common area, and sleeping quarters. We were welcomed with a beautiful handwritten note, freshly baked goods, and clean facilities. The bathroom, bed, and common area was beautifully decorated with rose petals in celebration of our honeymoon. We had fresh fruit, ice water, and baked goods delivered to us everyday FREE of charge! Every single day after, we enjoyed the complimentary breakfast, which is AMAZING. They have multiple plates and combinations of food (asian, healthy, continental) that was delicious, fresh, and organic. We never got tired of the breakfast and were excited to try something new everyday. Because the breakfast was so good, we tried the two restaurants at the villas (long table and the chinese restaurant) were amazing as well. The presentation and quality of the dishes served were of the highest quality. Besides the amazing food and amenities, we thoroughly enjoyed the staff at Awarta Villas. They welcomed us everyday with genuine smiles. They gave us advice about how to get around the local area and even asked us everyday if we needed help making arrangements for any activities. They regularly checked with us to see if we were in need of any assistance even when we were back in our villas. Everyday the team cleaned our villa and left a handwritten note and even baked goods, which were DELICIOUS. They basically looked after us as if they were our family. At one point, I lost one of my hair accessories and had one of the staff approach me with the lost item the same day! We even got a massage at the spa and was impressed with their professional, relaxing, and quality services. It was an amazing experience. I am not exaggerating when I say that it was the best massage and body scrub I have received in my life! We enjoyed every single moment at these villas and would do it all over again if we had the chance to :) It is a great place for families, honeymooners, couples, and basically anyone that wants to experience a little bit of paradise on earth!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","ckloong_alb","
Jakarta, Indonesia
","A definite stay in Bali","A fantastic place to stay in, very private and awesome meals to look forward to.Recommended for all couples, family, friends and solo travelers to stay here. Going to have a special event in this hotel right here. Thank you for the amazing experience. "
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","rachel1372","
London, United Kingdom
","The best, EVER!","The Awarta is an experience. We cancelled our original Bali booking elsewhere (even though we had a non-refundable deposit) as we wanted to end our trip on a real high. My husband opted for the Awarta and what a treat. The welcome, the service, the vila - OMG, the villa was just amazing. We had a one bed, the Orchid Villa (V3) and it was just fabulous. With a large private pool area, 100% seclusion, outdoor bed, outdoor living room and dining room - FOUR showers.... I could just go on and on..... If you want seclusion, excellent service and a memorable relaxing holiday this would be the place for you. It is not directly on the beach however they work with a local beach club and will transport you there any time you request. Breakfast is cooked a la carte and it was definitely the best hotel breakfast I have ever had. Western and Asian delights, beautiful coffee and tea's and fresh, gorgeous juices. Two restaurants have enough choice to keep you full however we did opt for room service most of the time. The villa was just too lovely to ever want to live it. On the last morning the chef came to see us as we had a hiccup with some food previously. He brought us a selection of desserts and an apology. I nearly cried. Everything was just fabulous and any time there was a query or anything that you weren't sure of, they would bend over backwards to make it perfect. Words really can't describe this place. It makes me wish I'd given all the hotels I've stayed in 'average' reviews as this one stands out so much that excellent still doesn't rate it high enough. We will be back. 100% for sure."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","ALVIN L","
Singapore, Singapore
","Great Family Getaway","The villa was spacious and well equipped. The kids loved the private pool. The lush greenery is a big plus point, makes you feel so cocooned away from bustle of urban life. The 2 restaurants serve good food and not to mention the exemplary service staff. A must visit."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","mhelabd","
Kuwait City, Kuwait
","Honeymoon in Awarta","The villas are very luxurious and spacious. The layout of the villas is excellent. The pool was awesome. Food quality in both restaurants is amazing. This is an experience we surely recommend for honeymooners."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Emilio1972","
Singapore, Singapore
","great villa to relax and seclude","Very good, not great. Villa with pool is great with everything you need. Bed a little soft, pillows too hard, even the softest ones we got on request. Restaurants are good, enough choice for a long weekend, not great. Staff are excellent as one gets used to in Bali. Close to airport but no plane noise so if you are not looking for too much action, a very convenient spot"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Amorita A","
","Great Stay in Private Villa","I stayed in this property for two nights. It was AMAZING! They have a really friendly staff and good food in each outlets in Awarta Nusa Dua.Their Villa has an amazing luxurious bathroom design with a Natural Concept. The Bedroom itself designed with a Warm balinese concept, has our own private pool in each villa. They also provide a separate living room from the main bedroom in each villa"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Whoiskf","
","The Perfect Family Holiday!","It is without hesitation that I recommend a holiday at Awarta. Our villa experience was complete luxury from start to finish. Travelling pregnant and with an active 2 year old, finding accommodation that suits can be tricky. But life at Awarta was extravagant and suited our relaxation, fun, freedom and safety needs. The villas are huge - plenty of room for our little family and the friends we brought along. The layout allows adults to enjoy the outdoors and the private lounge without disturbing little ones napping or sleeping early. Each villa was private we never HEARD another guest, let alone saw them! The staff were incredibly accommodating of our energetic little guy and went over and above to meet his picky eating habits and wild ways. Both my husband and I enjoyed the spa and the facial (caviar) was undoubtedly one of the best I've ever received! Nothing was too hard for the Awarta team, their transportation options made life easy, walking across to the beach was a short 5 minute jaunt on manicured pathways and Nusa Dua is the perfect choice for families looking for a safe, quiet, slow paced holiday. We took advantage of a few day trips to Ubud, Seminyak and Uluwatu (all arranged by the Awarta staff), but we were always happy to come home to our beautiful Villa. Cannot wait to go back!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Darren B","
","Amazing luxury","I'm currently at the Awarta Villas in Nusa Dua, sadly it's our last day here as we fly out late tonight. The moment we arrived here we have been spoilt in every way imaginable. The foot spa treatment we received as soon as we arrived into the villa was a nice touch. The villa is simply amazing, we are in the 2 bedroom villa (10) it's very well appointed with everything you need. The pool in very large and surrounded by beautiful gardens. The breakfast is to die for. I can't thank the staff enough, always very helpful and always alway pleasant. In short one of the best hotels I've ever stayed in. We'll be back for sure."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","AlineBF","
Sao Paulo, SP
","DREAMY DAYS","I don't even know how to begin to explain how awesome this hotel is, by far one of the best places I've ever been. I travelled with a group of friends, as soon as we got to the airport we had a shuttle from the hotel waiting for us, and at the hotel a welcome drink (mojito) and a foot massage that got us in to the mood of Bali! They divide the rooms by villas, so is almost having your own little house inside the hotel (private pool / dinning room). They have 2 restaurants inside the hotel, one is international/western food and the other one is chinese, both really really good! I can't forget to mention about how kind and solicitous the staff is, they are always smiling and wanting to make sure you are having the best time! I would highly recommend this place and definitely will come back again."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Ong_Bee_Yen","
Singapore, Singapore
","Paradise found!","Went with my husband and 2 children. Stayed for 3 nights. Hotel made us feel at home. Extremely like the peacefulness within the hotel. The room is very clean, I walk bare footed all the time, bed is like a magnet, too comfortable that you never feel like leaving the bed. Although there are only 2 restaurants, the food is fantastic and price is affordable. Service is tip top, we went out for dinner on 1 night and went back hotel late, staff were worried about us and one staff came out and search for us. A hotel you will never regret staying!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Alan R","
","Excellent (...with a small ?)","Spent 4 nights in a 1 bedroom villa in early June. Firstly the positives and there are many. The pick up from the airport was seemless despite it being complicated by the fact that 2 of my travelling companions were not staying at the resort but only coming for dinner. The reception at the resort was exemplary and welcoming. The villa itself cannot be faulted. Immaculate, luxurious comes to mind. A large private pool, superb outdoor bath and shower. Without question amongst the finest of its type. The staff are extremely friendly, helpful and accomodating. Now to the only downside...the food is not the best...breakfast was included at that was absolutely fine. We had dinner the first evening at Ru Yi, the Chinese restaurant..it was good but without being anything exceptional. The biggest issue was room service...my guests came back the following day to spend time before flying out in the evening to Europe...we ordered lunch and frankly it was terrible...the food was stone cold when it arrived and was sent back...the replacement was marginally better. Over the next few days I resorted to ordering my food well done in the hope that it would be warm when it arrived and that only just worked!... however please do not let that retract from the fact that Awarta is a luxurious and stylish resort which I would have no hesitation visiting again."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","JacquelineMa","
Singapore, Singapore
","One of the best stays in Nusa Dua","I have just returned from our stay at Awarta and I must say I have never regretted one moment choosing this place.First of all the villa is beautiful with up-to-date amenities. The pool was big enough for my son to play in and the hot tub was decadent. The surrounding is serene and beautiful too. The free breakfast served every morning is sumptuous and decadent. We never got tired of the food there. Ruyi restaurant which served chinese food is authentic and delicious.Awarta is just about 20 to 30 minutes from the airport which I feel is very convenient. Bali Collection which is the main hub for shops and restaurants is about a 15 minute leisurely walk but you can always ask the villa to send you there via their transport and pick you up after you are done. Very convenient. It is also a 10 minute walk to the beach. We had an adventure trying to look for the route, it is a narrow path between Club Med and Sofitel (so now you know). We felt very safe during our entire stay. Awarta takes care in ensuring their guests safety. In fact the whole of Nusa Dua feels calm and serene as opposed to the busy Kuta.I think what made this stay extra special are the amazing staff they have. Resa, Made, Bayu, Ayu and countless others (I'm so sorry if we forgot your names) took time to get to know us and make us feel truly welcomed. They went out of their way to personalize our trip and make everyday and enjoyable one for us."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Dewi D","
Sydney, Australia
","Amazing Stay with Tons of Luxury and Excellent Service and Superb Quality furnishes","Basically Arriving with the pick up Van is Purely out of my imagination with such a luxury and comfy and spacious for the 4 of us (2 adults and 2 kids, age 6 and 2.5). Luxury Van with leather seats and so so NiCE.... arriving at the hotel we got served ICE COLD Tea/Lime leaves.. so so refreshing .. as you know Bali is HOT HOT n HUMID... arriving to our villa is pure amazing... the walk thru the ""forest"" is beautiful and grandeur of the lobby is so beyond my words... the Villa is amazing with indoor dining table and outdoor living area which is PERFECT for kids.. as you know more space means more fun within the Villa itself.. PLUS a day BED to just relax ... wow.. who would have thought of that....Anyways.. the inside room is amazing.. SUPER king king bed.. WOW... we ordered 2 extra bed for our kids.. and they love sleeping in the Main bed with us and There is STILL SPACE... (sorry my biggest bed at home is a Double Bed) you can imagine the space we get here... totally Awesome...The toilet... is another WOW factor... my daughter cant even find the toilet bowl.. it was conceal so its great for privacy and also we have 2 shower areas.. one in the inside and another in the outside..(I would use it if I dun have kids..) and finally a BIG BATH TUB... what a luxury! The décor in the room is Spot on...oh forgot to mention their towels is SUPER SUPER THICK!!! I can use it 3 times on the same towel and it is still good..The pool is AWESOME.. we swim after every meal practically and the service of the staff is great in providing repellent, bandaids, and pretty much many infos on watersport etc... I am coming back there again in July and have booked and we as a family all LOVED it and its going to be out HOME in bali again!!!! Going here in early July ... as we went there late of May...thanks again Awarta.. Seeing you soon"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","mf2613","
Sydney, Australia
","Bali's Best","After we had arrived at the airport in Depasar we were picked up by the hotel's shuttle service and welcomed very kindly with a drink in the beautifully appointed lobby. In fact, every part of the hotel impresses by its unique furniture and decoration, especially the grand-sized villas that allow for highest comfort in every aspect - including not only your personal outdoor swimming pool.And there is really nothing that Awarta cannot offer when it comes to relaxation and dining!A great selection of traditional Indonesian as well as international massages leaves no wish unsatisfied and the same holds for the two restaurants within the resort offering the best dishes from local, Chinese and international cuisine.I enjoyed everything about my stay at Awarta, strongly recommend it to everyone else and fervently hope that I will get the chance to come back again!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Vonvon08","
","Yvonne","Absolute fantastic experience in Awarta. Warm welcome from the resort in the airport and picked us on time. Upon arrival, we have the fresh fruit juice and the foot massage, it really make us relaxed from the long journey. The villa is so grand and delicate, the bath room is extraordinary. Another thing have to mention is the food in the resort, no matter the Chinese food, western food or Indonesian food, all is beyond good. I have all dinners in the resort and all is much better than my expectation! You will never think to go out to have the dinner if you have tried the restaurant here!You can always enjoy the privacy and the best service in here! You have to try in Bali, always can surprise you!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Eric Yi Zhang","
","Excellent Stay in Bali","Everything seems to be perfect in Awarta; villa, service, food, drink, etc. The management team & staffs are very friendly and professional. Definitely gonna stay for another time, strongly recommended."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","AmyYen1111","
","exceptional stay in Awarta villa","I travel a lot, and had been stay in many good hotels which spoiled me, but The Awarta villa was amazing every way.The location is close to convention center and the airport, never be better.The facilities and Chinese zen style furnitures are well selected and quite comfortable.The full body Balinese massage in the spa release my body and making me going to sleep.And the delicacies in their Chinese restaurant ""ru yi"" is worth tasting.All the stuff are friendly and sweet. I left my hat in hotel even I don't remember where I lost it, they send it to my room already befor I come back, even small thing they taking care in best way.Will be staying again!Amy from Taiwan"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Ivan S","
","Second Home","I stayed at Awatra in the middle of may. When I arrived, the weather was very nice there in Bali, the sky was clear, the view was stunning but i felt even more amaze when I arrive at Awarta, this place is just so cozy and beautiful. Awatra doesn't feels like a resort, it's felt like home for me. The atmosphere here is very warm and I especially love the garden and the pool, they were very well maintained. The food also very delicious and the service in the restaurant is also excellent. The entire staff were truly some of the kindest and most wonderful people i had met throughout my holiday."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","lampungcity","
Kuala Lumpur, Malaysia
","Incredible Villas and Resort in Nusa Dua","The best Villas I ve ever stay in Bali. The Villas are immaculate, the staffs and service is excellent- nothing compared to any other property in Bali. We were fortunate enough to meet the owner and their daughter, Naomi, which surprisingly very humble, friendly, warm, kind and generous people. The two on site restaurants offers some of the best variety of food options and absolutely is to die for. Will definitely be back!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Alicia d","
","Absolutely amazing resort","The service is absolutely amazing, right from the airport pick up, with drinks on arrival! The team here at Awarta have gone above and beyond! They are friendly, warm, kind. The resort is absolutely amazing, the villas are spacious luxurious, our private pool just made it that extra bit special. This is my first trip to Bali and I will definitely be back again, the two restaurants here have quite a variety of food options. I will definitely be recommending this resort to my friends. Experience of a lifetime - definitely worth it!!!! Thank you, thank you, thank you."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","CDMcAndrews","
","This place is incredible","This hotel is the best hotel I have ever experienced! So clean. Absolutely safe with extra security guards 24hours. The food is to die for. The bed is life sleeping on air. The private pool in our villa was huge! They organised drivers and transport for us and the spa gave a perfect massage. Will come back for sure!!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Ray C","
Orlando, Florida
","The Best Kept Secret in Bali","I have been vacationing regularly in Bali for over 20 years and had the unexpected pleasure of staying recently at Awarta Nusa Dua. It by far has exceeded any resort that I have ever stayed at over the last 20 years. I prefer staying in Nusa Dua for obvious reasons. The location of Awarta is perfect as it is much more private than the other resorts in the Nusa Dua area. The accommodations are immaculate and the staff and service is unmatched to any other property in Bali, They also have a private beach club and complimentary transportation in luxury coaches. The on site restaurants offer some of the best food choices available, and even of the restaurants is open 24hrs. I think the staff at Awarta make the experience extra special. All of them go above and beyond with any needs that you may have. The entire experience was a 6 star experience and I look forward to returning to Bali and especially to the Awarta Nusa Dua."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Jhane865","
Jakarta, Indonesia
","UBUD IN NUSA DUA","We stayed at this one of a kind hotel on two occasions in the past two months and found it faultless with perfect service and the best villa experience we have ever encountered anywhere let alone Bali.The SPA is at the best level in Indonesia and the Chinese restaurant is the best in Bali."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Rafaela P","
Denpasar, Indonesia
","heaven","for the very first time i had the opportunity to be treated as a princess over a weekend....fantastic private and secular place in nusa dua , people are so friendly and make you confortable upon arrival. the villa is big with a large pool.breafest is a la carte and we try itt at the restaurant and in the vilka. try the chinese restaurant if you likeauthentic flavorwe stayed in villa 12.. nice outside set up"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Dambabel A","
","Love this place!","Super comfort, the place so relaxing.. I think it's romantic place for me and hubby after super hectic schedule at Jakarta..I feel like I'm in heaven For sure i'll come back here!! For you that want to have private quality time with your love one and family, this is the right place!!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","LucyaOksana","
Bali, Indonesia
","Best of all!","I've been hopping around villas or resorts in Bali and I have to say that this is the best one! The service of the private butler was very very special, the privacy of the villa was perfect, the food recommended highly is the chinese one, and other asian foods.. oh my why haven;t I know this place before! The spa was heavenly.. we chose the couple treatment no other description for it. My husband and I loved the spacious private villa with our very own private pool, feels like another honeymoon for me!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Yvonne S","
","Best villa in BTDC, Nusa dua","Spent wonderful gateway weekend at Awarta villa. Located at BTDC area, just next to the convention hall, but still very private and very quiet. Surrounding by amazing garden. We had very delicious Chinese food for dinner, and it is very original. The nite was amazing in our perfect huge room with very generous pool, small kitchen with illy coffee machine. Amazing. The bfast at long table restaurant, was amazing. Fresh homemade croissants specially, make us feel like in Paris. During kids enjoyed the private pool in our villa, mom enjoyed the very Exclusive SPA. All around, Awarta Villa is very recommended. Best weekend gateway in Bali we ever had."
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","timclancypercy","
ballarat
","A magnificent property!","Our family stayed at the amazing Awarta Villas for two nights. The property is simply magnificent in regards to the decor and the brilliant attention of the staff. Awarta is truly a hidden Jem in Nusa Dua. The private beachclub with a large grass area is the perfect place to relax and access the water sports of Benoa. Our dining experiences at Awarta were all fantastic. We look forward to visiting again!"
"Bali","Awarta Nusa Dua Luxury Villas & Spa","5","Yulia A","
Jakarta, Indonesia
","Flawless and lingering vacation","As a working couple, we really crave and enjoy a relaxing vacation together. We were so much welcomed from the beginning of our arrival at Awarta till the last day of our stay there. The one-bedroom villa which we stayed in is outstandingly equipped and taken care of and we hardly found any flaw in its facilities. Everything we enjoyed in the compound just made us reluctant to go out, but to indulge ourselves more there, especially in the restaurants and the spa. Coming back there is for sure,,,"
