"city_name","hotel_name","hotel_rating","review_quote","review_text"
"Ciamis","Flamboyan Hotel","4 ","Rat !!","I've staying one night with family. Minimum its facilities. sandals was not provided and employees who are not well-educated.I'm sure I will not be back here .. unimaginable .. I saw a rat running around in the room. how can a rat come to stay in a hotel room???"
"Ciamis","Hotel Asri","3.5 ","Hotel Inside Mall","Hotel Asri located at top floor of a Mall Asia Plaza. Complete facilities with pool and big aula and there is a garden with filled orchid flowers in front of the rooms. Rooms are quite spacious with complete guest amenities. But, a little bit still smell of a cigarettes. Wifi signal is bad. Breakfast buffet it's ok with choices menu."
"Ciamis","Hotel Asri","3.5 ","Cheap & Cozy Hotel","With a 58 rooms, good facility (Coffee shop, Buffet B'fast, Gym Centre, Chinese Resto) and big ballroom. With a very helpfull staff.Hotel Asri attached to a big mall in Tasikmalaya (Plaza Asia).Near to the cullinary place"
"Ciamis","Hotel Asri","3.5 ","Give other hotels a chance","Cheap? Starting rate is at Rp 500,000. At that price Santika might be a more attractive option (I haven't had a chance to stay there though)Room is so-so. Mosquitoes can be found in the room.Bathroom is basic.The only plus point is its location above a modern mall."
"Ciamis","Hotel Asri","3.5 ","Complete transit hotel","The room is big, A/C is good and very cool, they are also swimming pool and gym available here, and its attached to a big mall in Tasikmalaya...The front desk officer was very nice and helpful. And the rate is quite reasonable.. like this hotel and definitely will be back here on next trip..."
"Ciamis","Hotel Asri","3.5 ","Big Room ","This hotel have big room, even without window but you can book for VIP or VVIP they have nice family room. Have gym center and swimming pool. But I find bug (little cockroach and big flying ant) I hate that :( This hotel have light breakfast. Connected with mall Asia so you can explore cinema or shopping."
"Ciamis","Hotel Asri","3.5 ","Air Conditioner is leaking, man!","Very good location, coz it's on the 3rd level of the mall in tasikmalaya.The room is very spacious, with clean toilet, and good view.Breakfast was ok.The staff are friendly, and helpful.Buttttt, like what I said, the air conditioner is leaking, and make the floor slippery.Don't bring heavy luggage, they have no elevator for you."
"Ciamis","Hotel Asri","3.5 ","Good by location only","My family booked 2 rooms for 2 nights during idul fitri holiday. The rate was very cheap, the rooms were ok, we got standard rooms without window, i don't recommend this type of room if you're a claustrophobia.The cleanliness of the hotel was terrible, i found faeces in the toilet at the lobby, the flush was broken but they didn't put any sign. This hotel has a strange policy on the usage of the fridge, you have to pay deposit 100idr then they give you your key for refrigerator, never have this experience in another hotel.I'm a hygiene freak so i don't think i want to come back to this hotel, i prefer santika hotel for sure. But my children love this hotel because it's in a mall and next to teejay waterpark."
"Ciamis","Hotel Asri","3.5 ","Very nice hotel!","Stayed there for my cousin's wedding,I only stayed for a day,the hotel is very nice,strategically located,it's located in a mall,so whenever you need something you could just go grab it without having to worry about how long will it take,the mall has ace hardware,pizza hut,solaria etc,the cleanliness of the hotel is top notch,very cozy,I love how they put the massaging stones in the middle of the hotel! It gives a very earthy vibe,the service is excellent,the pool is okay,considering that it's located on the top of the roof,it's nice for family to splash around and have some fun,Overall,it's an excellent hotel & I'll definitely come back whenever I visit Tasikmalaya!"
"Ciamis","Hotel Asri","3.5 ","Good & Decent","Stayed for one night during business trip & overall we satisfied. Breakfast is mediocre but good enough for filling your stomach. Clean & well maintained. Located on top of a mall so is pretty convenience."
"Ciamis","Hotel Asri","3.5 ","Good and Clean Hotel","i stayed here for 1 night on business purpose, the location is prime. it's located on -i think- the above of the biggest shopping mall in tasikmalaya if you want to shop, just go down. the bathroom is clean, shower only. no bathtub. if you want bathtub, ask fort VIP/VVIP room. the recepsionist said those room with bathtub in it. the TV still CRT. they have small swimming pool and fitness center. for small town like tasikmalaya, this hotel is good. the breakfast is OK, but nothing special. the service is OK. the hotel has multifunction room for wedding reception, big seating dinner, etcover all i have nice stay here."
"Ciamis","Hotel Asri","3.5 ","Nice family hotel","Tasikmalaya is my husband's hometown, but now we live in Bandung. We visit Tasik 2 or 3 times a year and Hotel Asri is always become our first choice to stay in. The hotel itself is located in the biggest mall in Tasik (Asia Plaza), right on the center of the town. The price also is very reasonable.Hotel Asri provides basic need for family: clean bathrooms, standard rooms are quite spacious for one additional bed, the family suite is perfect, and variant breakfast. The rooms are still in good condition even I wouldn't say it's perfect. They have small garden and large parking space near to its entrance thus we don't need to walk too far to reach the hotel from our car. They also have a big, beautiful, salt-water aquarium - with stunning colorful fish and coral - at the lobby - which my daughter loved to see very much. They have a small swimming pool, not that special - but don't worry, there's a big water playground nearby (Tee Jay).Overall, I would give this three star hotel four stars. This is the best hotel in Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Business and Leisure","My favorite hotel in Tasikmalaya...love the room size the view of the mountains from the room is spectacular...i could just sit on the sofa with a cup of hot coffee and a book and just lounge with that pretty amazing view...i love the pool...its nice to sit and chill after a day out and about exploring Tasikmalaya...I also enjoyed the wide selection of breakfast available at buffet breakfast....and last but not least the staff at the front desk and the bell boy are very customer orinter...helpful and very friendly...very welcoming...i would definitely come back to stay in Santika Tasikmalaya on my future trips to Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great hotel with friendly staff ","We came for business with our kids. This hotel is a family hotel with a very friendly staff. The room is clean and the breakfast is ok. Check in is very fast.the parking is ample. the towels are clean. The staff are very toughtfull. They gave a surprised cake for my husband, as we check in on his birthday. Thank you so much for the surpised. Definitely will coming back to this hotel. "
"Ciamis","Hotel Santika Tasikmalaya","4 ","Dinas & Stay at Shantika hotel Tasikmalaya","1. Clean , comfort , Hotel as long as we stay almost 1 week 2. Thanks to Mr. Aga For your Assistance while we stay there 3. Wish that you have a new variant food and taste , have excellent service esp. for receptionist and reservation team"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Personal Welcome Pack At Room","We are greeted with a plate of pizza, banana cake, and a personalized welcome letter in our room. It is really pleasing. The room is clean and comfortable. Our view is the swimming pool, which makes it more relaxing after our long drive from Banjarnegara. Swimming pool looks refreshing from our room but we don't have time to take a swim. Breakfast is great with continental and local cuisines. Kompas newspaper is sent to our room in the morning. Overall it is a great experience to stay here."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Enjoying Stay","Easy check in, Friendly and helpful staff, wide variety of breakfast menu. New Spacious Room and clean. We arrived at the evening, reception treat us well and we've been served really nice hot ginger drink on arrival. Location really in centre of town near Wisata Kuliner area, every thing at walkinh distance. Will recommend to friends and relatives"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice hotel","Nice hotel to stay in tasikmalaya. Strategic location. Nice staff. Narrow room. New building. Limited varian of breakfast menu. Limited parking area. Unfriendly staff. National hotel in tasikmalaya. Near alun2 n masjid agung"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Brand Name Hotel in Tasikmalaya","I always stay in this Hotel when I home leave, ( Lebaran season, Chrismast and New Year) Comfort, good atmosphere and clean.the staff also welcome.Location in the center of Tasik City, Near shopping center, and also near the grand mosque.Only the swimming pool not warm, its means too cool for me."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Unconvinient incident","First you stepped at this hotel, your first impression must be what a lovely hotel with friendly staffs who greet the moment you set your foot at the lobby. But I had an unconvinient experience early this December when I stayed there with my family. We requested 2 rooms and an extra bed for each room. My husband called the hotel from Jakarta and kindly asked the staff to install the extra bed for each room right away (the hotel staff mentioned our room numbers already). On the way to the hotel, my husband called again to make sure that the rooms were still available along and also remind the staff to install the extra beds due to our very late check in. The hotel staff answered that they will do it. But approximately, 4 hours later in our exhaustion from the traffic journey from Jakarta, we reached the hotel, and we were kept waiting for more than a half an hour because they hadn't install the extra bed. We were very dissapointed of this incident. This was not the first time we had problems with our room during our stay. The last time we stayed, the staff did not provide us the non-smoking rooms as we requested. We hope that other travellers won't experience the same thing, and we hope that Santika hotel can improve the service quality since we heard that it is the best rated hotel in Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good hotel in town","Stay at the hotel in early November to attend my cousin wedding in town. Have some families in town but want to try staying at the hotel. Fast check in, quite large room for deluxe, however the raining shower is not in its optimum usage. Breakfast variants quite good and they have tasty nasi tutug oncom and bakwan"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Always be My Best Hotel","For several times, i choose this hotel for staying at Tasikmalaya. Clean, nice, and the hospitality of the employees are never change. Awesome. And now, i found one more positif thing : After check-in , the front office called my room, and asked if there is something i need, the room is it ok, an is there a minor?? Wow, Santika-Tasikmalaya keep the best things."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The Best Hotel In Tasikmalaya","Tasikmalaya is such a small city and therefore Santika hotel is the best option for staying in this city. I do not think that there are other hotels better than Santika in Tasikmalaya.The property were new and fresh with modern design. It felt comfortable when first stepping in the lobby area and greeted by the hotel staffs. They were very nice and very welcoming. it was indeed a plus point.The room was fine. I took the superior room and stayed there for a night for a business trip. It was sufficient space and cozy for a single business traveller like me. All tools in the room were working just perfect. The bathroom was a bit small and a bit dark. Quite standard: wash basin, toilet and rain shower, all were working fine.I did not use the swimming pool and therefore I could not comment on this.The breakfast were great! It has always been a good reputation that this hotel chain have for years. They are expert in providing traditional food on breakfast. I tried room service and also the restaurant outside breakfast. I was not satisfied with the food. I ordered well done steak and they gave me medium rare steak they claimed to be wee done. For me it was really unacceptable as I could not eat rare meat. It was a ruin on the day. Really.Other than the incident on meal, I think this hotel was ok and I certainly will use it again on my next visit to Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice!","Stayed 1 night with family. Initially, we got a smoking room that was very smelly. But the room boy kindly helped us to change into no smoking room. The room was nice and spacious, we got a room with a swimming pool view. Nice pool, unfortunately, our stay was too short to try the pool. We should stay longer some other time. The breakfast was delicious, our 2 yo son likes the Soto Ayam very much."
"Ciamis","Hotel Santika Tasikmalaya","4 ","wifi in n out most of d time ","The property is good. cleaness is good, not very clean details but is good enough for tasik. tha staff is friendly. bfast is ok. staff are friendly. the variety of channel list is ok. but the wifi is in n out most of the time. very annoying when we have to keep signing in when we move from our room to lobby or swimming pool. or even when we stay in d room. the connections just suddenly off, so we have to keep signing in."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice hotel","We had some family gathering. We love the room and nice breakfast. The staff are friendly, especially all concierge staff!!! When my grandma asked about tasikmalaya, the answer perfectly and make her satisfied, so knowledgeable! I believe that management team will do something about the restroom in the lobby. My grandma using wheelchair, she had no problem when using bathroom inside the room. But when she using restroom in the lobby, its very hard for her, because the size of bathroom is too small for her. Maybe management will add some restroom for someone who has special need"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Very nice and comfort","Stay 2 nights at hotel santika tasikmalaya and extend for 2 nights more with my lovely family until the end of ramadhan is unforgettable...Very nice and friendly staff, delicious menu sahur breakfast, great location in the middle of tasikmalaya city, near from mesjid agung and others great destination. Thanks Santika Tasikmalaya Nisa/Furkon/Fey"
"Ciamis","Hotel Santika Tasikmalaya","4 ","1 night stay sufficent","Booked 3 separate rooms for the family. Checkin was a breeze and all 3 rooms were located on the same floor and near to each other which is always a plus. Rooms were large enough and the room amenities sufficient. Room price was considerably cheap. Stayed for 1 night before moving on. Breakfast was good."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice Hotel in Kota Tasik","First time in Tasikmalaya, stayed 3D2N at santika for vacation. Great location, room and service. Excellent. The Hotel near in the city center, Masjid Agung Tasikmalay and Alun-alun Kota Tasik. Easy to anywhere, nice people, good transport and delicious food street. Love It."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best Hotel in Tasik","here are my review, from my side of story as always..PROS :1. Good Locations : everywhere within reach2. Friendly Staff : Mr. Rusdi help me with ants problem at my room, he decide to switch my room because of that ants, twice!! but thanks for the complimentary food :))3. Good Value for Money4. Speedy Check In and Check Out5. Fast Wifi Connections at RoomCONS :1. Not much choices for Breakfast (compare with another Santika)2. Small Gym with only treadmill, static bike and a few barbell..and NO aircon #HOTwould stay there again next time..good job, Santika"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good value for money","Stayed there for a night on our way to central java. Newly build hotel with clean room and good bedding quality. They also have driver room with reasonable charge. Good choices of breakfast and service quality is also good.The number of gym equipment is limited but as there are not so many guest utilized this facility, it was not a really bad problem"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Highly recommended! ","First time in tasikmalaya, stayed one night at santika. There is nothing wrong about the hotel. It is just great. Great location, great room, great services... Excellent breakfast. So many choices and the taste of the food is excellent. Love it!"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good","Nice hotel, clean room and bathroom. It was nice to stay here. Too bad i was on transit only hence it quite short time to enjoy the hotel facilities. But overall the stay is nice. I was checked in late at night. Quite long at that time probably because middle of the night. But the hospitality are great."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best in town","This hotel is the best 3 star hotel you can get in Tasik. It has great staffs and services, just like any other Santika. The building is new, never worried about the cleanliness. The location is also perfect. There are drugstore, banks and restaurants nearby. It also has swimming pool and simple fitness center."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good Hotel in Tasikmalaya","The food is delicious, I went there several times for meeting. If you want to see Tasik city from above and need a place to celebrate your moment with candle light dinner, they definitely have the place. Very recommended. Swimming pool also very nice."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice Hotel","Best Price, cleanness hotel, near to cullinary place, The all staff is so helpfull and polite.Breakfast menu variatif, there's a small swimming pool and fitness centre. Note : You will have a best price especially in weekend..:)"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Comfortable Rooms","we greatly helped by the presence of this hotel in the southern part of West Java because our working area which include Ciamis, Tasikmalaya, Banjar to Pangandaran and I think the only good hotel in this area, our rooms were clean and comfortable, free and rapid internet access help us to finish the job properly, and with a variety of food for breakfast become a pleasant thing in the morning"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best hotel in south route...","Once a year, at least, i traveled to jogjakarta and eventually commute back to jakarta. i usually take the south route, wates-banyumas-cilacap-tasik-cileunyi-jakarta. And if i feel tired after a long drive, usually due to heavy traffic, in south route i guess Santika Tasikmalaya was the best option.Their position in the middle of jogjakarta-jakarta, slightly nearer to jakarta was quite convinient. If you want other hotel, you can try staying in purwokerto, but it take small detour to get there. We usually get free room upgrade and get a good price at santika. Their room is very clean and their services is a very good. Breakfast was good with many options. It's also within walking distance to many interesting places in tasikmalaya, such as ampera restaurant etc. You should try it sometimes"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Basic 3 Star Hotel in Tasik Melaya","Spent a night there recently on business. Firstly, was disappointed that my office was only able to pre-pay for the hotel due to complete availability. Second, they couldn't offer me a non-smoking room. Hotel was very new, so the smell was not a problem, but always a let down. Hotel was quiet, but the buffet breakfast was pretty basic, and the room was quite basically furnished... bathroom reminded of a older 80's style plan and gets dated fast. Good for Tasik Melaya and the nightly cost, but nothing I would ever go back personally for."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Beyond my expectations","Initial impression of the hotel was great. Looked very new and well kept from the outside driving in. Its set a little bit behind the main road which was a plus in terms of noise. Staff at the reception area was friendly and helpful. The only thing that they could not provide me was a second card to enter my room. I believe they ran out of cards....... No matter, just a small problem. Room was clean and in much better condition than some hotels I've been in that are rated 4-5 stars. Room service was efficient, food was good and cheap. They serve a typical asian style breakfast. We were there for a wedding so did not have much time to roam the streets. however if you are in need of cash, the ATMs are just next to the hotel which is handy. And if memory serves me well, shops are 2 blocks away. Overall, HIGHLY recommended hotel."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice Location","This hotel have agood location in Tasikmalaya. i spent 2 night in this hotel and take deluxe room on 7th floor, the view from the room is swimming pool and tasikmalaya scenery :). The room is big, clean and spacious too. The breakfast menu is standard even with wide varieties, you can try to drink JAMU (Indonesia traditional healthy drink). In Room Service Menu, you can try Pisang Goreng (Fried Banana), i think its recommended lite menu :)"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Surprisingly Good!","3 star hotel in a small city, santika tasikmalaya is way more that I expected! The hotel is clean, modern, comfortable and well managed. The wifi works 24 hour in my room. The breakfast is varied from traditional to western food. Recommended!"
"Ciamis","Hotel Santika Tasikmalaya","4 ","The Best Hotel in Tasikmalaya","We have visited Tasikmalaya to attend my best friend wedding receiption, due to lack of hotel information in Tasikmalaya, I try to find hotel for staying through website and have found This Hotel.Overall Santika Hotel is the best hotel in Tasikmalaya with Affordable price, Friendly staff, Great location and Good Food."
"Ciamis","Hotel Santika Tasikmalaya","4 ","great with BUT(s)","great room. clean and spacious. great service as they even great your passing car. great breakfast with wide varieties of food and they are delicioussss....BUT(s): it's 4.31 am and i am bombarded with morning prayer voices from every direction .. cant sleep.no refrigerator in the room"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Wonderful hotel in a small city","They served all of their guests with a sincere hospitality, i can simply see that the moment we arrived. And i`m not exhilarated, but it is what it is,The facilities were also up to the standard expectation, and nothing more to say other then We surely will return to this hotel again, and would be grateful if the hotel can add-up the taste and the variety of foods served during breakfast"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Hospitality at its best","Felt very welcomed right from the doorstep and check in was fast despite a crowd. The room was spacious, very clean and bed is comfortable too. Breakfast was splendid with many local choices and international choices also. Hotel was located to many restaurants within walking distance. Will definitely come here again next year."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice and clean","Spending one night at Santika Tasikmalaya, it was a nice experience. Smooth check-in, polite staff with good hospitality, spacious room and nice food as well.I haven't had a chance to try the swimming pool but it was kinda cool that this city has this qualified hotel, I will definitely come back again to this hotel if I have a chance."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great hotel in the city","The hotel is very comfortable, clean and the service is good. I was amazed they would still greet you even though you are in the car passing by. I didn't try out the pool since it was only a 1 night stay but i saw a lot of family having great times over there. The breakfast was superb. I was curious about Nasi Tutug Oncom but unable to find it since the city was ""dead"" after 7. I tried it during breakfast along with other foods... great varieties, great taste.... thumbs up for the kitchen staff. Nothing to complain about this hotel for its price, service, comfort. Would come back if i am in town. oh but one thing... no refrigerator in the room"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Excellent","I stayed 1 night with my family on the way back from Pangandaran to Jakarta, and the hotel having Good Location, Good Pool, Good Room and also Good breakfast, and also we can easily find a restaurant near the hotel for dinner."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Excelent","Very good price/quality relation.Amazing staff, very professional and kind.We arrived quite late and they kept the restaurant open just for us.We did not expect to find such a good quality hotel in the middle of nowhere (we were en route to Borobudur)!"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Very nice for tasikmalaya","I think it s a buisness hotel, we were very surprised to have a such nice hotel in a so small city.The swimming pool is big enough for swimming, the breakast is ok.room was big enough and we sleepd very well.The front staff is very helpfull."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good one","went here for business purpose. stayed for one night. the hotel was okay. staff was friendly. location not to far from city center. breakfast was good since they got many options. the room is big and clean, for the price i would say quite expensive."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Satisfied Hotel","The hotel & the room are big & clean. The staff are good; breakfast is delicious and many choices; & we even got a souvenier from the hotel when check-out. We get 5 stars hotel services in such a small city. Value for money."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best hotel in Tasik !!","Certainty the best hotel in Tasik . Great for family with kids . They have nice swimming pool . My room was pretty standard, but I find it nice with a very cosy bed. The view to the city with mountains in the background was not bad at all. I also liked it convenient location where you can walk to the nearby shopping areas"
"Ciamis","Hotel Santika Tasikmalaya","4 ","International standard hotel in a small city","Tasikmalaya is a small city, and it surprised me that this hotel is big enough and has international standard. Location is on the city center and there are many restaurant in surrounding area. The breakfast is also good and delicious. Nice place to stay for business and family."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best Hotel in Tasikmalaya","Santika Tasikmalaya is the first national chain hotel in Tasikmalaya City, West Java. With 9 floors, it's the highest building in the city.Location in the center of town, and from the high floor the view is facing to the Galunggung valcano mountain.The hotel itself is modern style , with spacious lobby and restaurant with west javanese atmosphere, making the hotel very cozy and comfortable.Clean, very friendly service and the room is spacious as we were staying in the family room, consisting of 2 rooms + 1 family living room, very convenient and comfortable room.The provide tour to few main attraction of tasikmalaya, such as to home industry of hand printed Batik, Kelom Geulis (wooden female shoes ) and hand made Tasik Umbrella. The main interest place is the visiti to ""Kampung Naga"" (Dragon Village), is a village of local people, where the living style of the villagers still original traditional old fashioned , following the origin culture of lifestyle, no electricity etc.It's worth visiting Tasikmalaya and definitely recommended to stay at Hotel Santika Tasikmalaya. It's worth"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great Hotel! Very helpful staff. Pool is awesome!","We had a wonderful time at Santika. Upon check-in I casually mentioned that it was my wife's birthday the following day. We were pleasantly surprised at breakfast with a very big birthday cake while the staff sang happy birthday. Thanks Santika Tasikmalaya for making my wife's special day even sweeter."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best in Tasikmalaya","I will consider Santika as the best hotel in Tasikmalaya. It has complete facilities including swimming pool (adults and kids), best view on top restaurant. I stayed with family booking 2 connecting rooms. Clean and comfortable rooms. They offered free drink and snack for everyone checking in and guests, it was very good. Checking in is quick as we have booked the room days before and the rate is reasonable even on peak season (long weekend). Rooms are clean and beds are good quality. Although I smell a little bit cigarette smoke when entering the room, which I hate (but I didn't ask for non-smoking floor and didn't bother to ask as the hotel was full and we already got connecting rooms). We have so many TV channels to enjoy in rooms. Swimming pools is nice at the afternoon and quite packed with mostly children and teenagers. At night, there is a food stalls in front of hotel (managed by Santika) which then easy for us to find meal for dinner. Breakfast is standard as other Santika hotel. Good variety of foods to choose. The staffs are the best, they always greet and smile, also refuse any tips which is more appreciated. Definitely will stay here again when I come to Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best in town","Checked in at 11.30 pm, and fortunately they still have available room. I forgot the room type, but the receptionist gave me the best price IDR 750K, include brfast & mini bar (Publish rate IDR 1250K).I dont spent much time here, since at 07.00 am, i should checked out to continue my journey to central java.What i can share about this hotel :- Room is very spacious- Breakfast was great- WiFi was also great- Got newspaper- Nice staffWill back again to this hotel someday"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Overpriced and terrible","We stayed in the premiere room which was expensive for the area - we were very disappointed that our air conditioning was broken and not fixed despite our constant calls to the Santika team. Indonesia is very hot and this was unbearable. Also window cleaners were outside our room every day for quie sometime peering in so terrible privacy. Terrible banging or building noises at night above us. They advised second night could move but it isn't easy to move a large family. Staff largely so were polite and helpful although a little slow. We wish there was a spa too. We have a business in tasik but would now prefer to stay elsewhere on our frequent vsits"
"Ciamis","Hotel Santika Tasikmalaya","4 ","value for money!","this is a value for money hotel....the room rate is fair (the reception said it is even cheaper if we book online), the room is clean and large, plasma tv, free wifi, and breakfast included...the location is in the centre of the city but as you already expected, not many interesting place to visit in this city...."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Spacious room and nice stay.","It is a perfect stop when you are on the long trip from Jakarta to Central Java. It's actually quite luxurious. The room is spacious, there is a big sofa that you can sleep in if you happen to need more bed. :-) There is an overhead plus a flexible shower in the bathroom, so it is great to bathe kids there. Big flat TV. But too bad there is no refrigerator in the room.My disappointment during my stay there was that they use the swimming pool as an area for bazaar or something. Maybe occasionally because apparently there was some kind of seminar at that moment. But still it's very uncomfortable for those guests who wanted to swim like us."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good Hotel","Good hotel. Its a clean hotel, in a good location & with good facilities. Breakfast is moderate & but overall service was good. My only complain is that the fridge was not available in my room. I recommended for those who planning to stay at the city & would definitely go back"
"Ciamis","Hotel Santika Tasikmalaya","4 ","A pleasant stay","I stayed for one night during my return trip from Yogyakarta to Jakarta. Booked two deluxe rooms through their website. The rooms are HUGE but the bathroom is somewhat small. Great location with plenty of foodstalls nearby and hang out places. Tasty breakfast menus."
